,基金代码,基金名称,开始日期,类型
523,000884,民生优选股票,2014-12-19,股票基金
524,270027,广发全球农业指数（QDII）,2011-06-28,股票基金
525,000886,北信互联,2014-12-24,混合式基金
526,000887,上投稳进回报,2015-01-27,混合式基金
527,000889,上投摩根纯债添利债券,2014-12-24,债券基金
528,000892,九泰天宝混合,2015-07-23,混合式基金
529,000893,工银创新动力,2014-12-11,股票基金
530,000894,中欧睿达定开,2014-12-01,混合式基金
531,000895,国寿薪金宝,2014-11-20,货币基金
532,000896,鑫元聚鑫收益增强债券,2014-12-02,债券基金
533,000898,华富恒稳纯债债券,2014-12-17,债券基金
534,000900,新华阿鑫一号,2014-12-02,混合式基金
535,000901,国开泰富货币,2015-01-14,货币基金
536,000903,新华活期添利货币,2014-12-04,货币基金
537,000904,银华回报,2014-12-12,混合式基金
538,000905,鹏华安盈宝,2015-01-27,货币基金
539,270023,广发全球精选股票（QDII）,2010-08-18,股票基金
540,000907,农银红利日结货币,2014-12-19,货币基金
541,000911,鑫元合丰债券,2014-12-16,债券基金
542,000912,英大现金宝,2014-12-10,货币基金
543,000913,农银医疗保健,2015-02-10,股票基金
544,000914,中加纯债,2014-12-17,债券基金
545,000916,前海股息率,2015-01-13,股票基金
546,000917,嘉实机构快线货币,2015-06-25,货币基金
547,000921,中邮现金驿站货币市,2014-12-18,货币基金
548,000924,宝盈先进,2014-12-17,混合式基金
549,000925,汇添富外延,2014-12-08,股票基金
550,000926,中信建投睿信,2015-02-03,混合式基金
551,050015,博时大中华亚太精选股票(QDII),2010-07-27,股票基金
552,000928,中融国企,2014-12-16,混合式基金
553,159937,博时黄金ETF,2014-08-13,noble_metal_fund
554,000931,国寿尊益债一年,2015-01-22,债券基金
555,000932,前海开源睿远稳健增利混合,2015-01-14,混合式基金
556,000934,国富大中华精选混合（QDII）,2015-02-03,混合式基金
557,000935,汇金转型成长,2014-12-30,混合式基金
558,000936,博时产业新动力混合,2015-01-26,混合式基金
559,000937,华商稳固添利债券,2015-02-17,债券基金
560,000939,中银研究精选,2014-12-23,混合式基金
561,000940,富国中小盘,2015-01-23,混合式基金
562,000942,广发信息技术联接,2015-01-29,联接基金
563,000943,工银中高等级信用债债券,2015-12-02,债券基金
564,000945,华夏医疗健康混合,2015-02-02,混合式基金
565,000947,德邦纯债债券,2015-02-10,债券基金
566,000948,华夏沪港通恒生ETF联接基金,2015-01-13,联接基金
567,000950,易基非银ETF联接,2015-01-22,联接基金
568,000951,中银理财90天债券,2017-03-09,货币基金
569,000953,国泰睿吉灵活配置混合,2015-04-22,混合式基金
570,000955,南方产业活力,2015-01-27,股票基金
571,000958,东吴鼎元双债,2016-05-19,债券基金
572,000960,招商医药健康,2015-01-30,股票基金
573,000961,天弘沪深300,2015-01-20,股票基金
574,000962,天弘中证500,2015-01-20,股票基金
575,000963,兴业多策略,2015-01-23,混合式基金
576,000965,汇丰新动力,2015-02-11,混合式基金
577,000966,中邮核心科技,2015-02-11,混合式基金
578,000967,华泰创新动力,2015-02-06,混合式基金
579,000968,广发养老指数,2015-02-13,股票基金
580,000969,前海大安全,2015-02-06,混合式基金
581,000970,东方红睿元,2015-01-21,混合式基金
582,000971,诺安新经济,2015-01-26,股票基金
583,000972,新华万银,2015-04-10,混合式基金
584,000973,新华增盈,2015-01-16,债券基金
585,000974,安信消费医药,2015-03-19,股票基金
586,000975,华夏MSCI中国A股ETF联接,2015-02-12,联接基金
587,000976,长城新兴产业,2015-02-17,混合式基金
588,000977,长城环保,2015-04-08,混合式基金
589,000978,景顺量化精选,2015-02-04,股票基金
590,000979,景顺沪港深,2015-04-15,股票基金
591,000981,北信瑞丰现金添利,2015-01-20,货币基金
592,000984,民生加银新收益债券,2015-12-29,债券基金
593,000985,嘉实逆向策略,2015-02-02,股票基金
594,000986,太平灵活配置,2015-02-10,混合式基金
595,000988,嘉实全球互联网股票,2015-04-15,股票基金
596,000991,工银战略转型,2015-02-16,股票基金
597,000992,广发对冲,2015-02-06,混合式基金
598,000993,华宝稳健,2015-03-27,混合式基金
599,000994,建信睿盈灵活配置混合,2015-02-03,混合式基金
600,000996,中银新动力股票,2015-02-13,股票基金
601,000997,南方双元债券,2015-02-10,债券基金
602,001000,中欧明睿,2015-01-29,混合式基金
603,001001,华夏债券,2002-10-23,债券基金
604,001004,新华稳健,2015-05-29,混合式基金
605,001005,中海合鑫,2015-02-11,混合式基金
606,001006,中信建投凤凰货币,2015-03-31,货币基金
607,001007,国联安鑫安,2015-01-26,混合式基金
608,001008,工银改革股票,2015-01-27,股票基金
609,001009,上投安全战略,2015-02-26,股票基金
610,001010,易方达增金宝,2015-01-20,货币基金
611,001011,华夏希望债券,2008-03-10,债券基金
612,001014,中融融安混合,2015-02-12,混合式基金
613,001015,华夏沪深300指数增强,2015-02-10,股票基金
614,001017,泰达改革动力混合,2015-02-13,混合式基金
615,001018,易方达新经济,2015-02-12,混合式基金
616,001019,兴业年年利,2015-02-12,债券基金
617,001020,诺安裕鑫两年,2015-03-23,债券基金
618,001021,华夏亚债中国指数,2011-05-25,债券基金
619,001027,前海中证大农业,2015-02-13,股票基金
620,001028,华安物联网,2015-03-17,股票基金
621,001029,国投新动力,2015-02-04,混合式基金
622,001030,天弘云端生活,2015-03-17,混合式基金
623,001031,华夏安康债券,2012-09-11,债券基金
624,001034,华富旺财保本,2015-03-16,混合式基金
625,001035,中银恒利半年债,2015-01-30,债券基金
626,001036,嘉实企业变革,2015-02-12,股票基金
627,001037,国投锐意改革,2015-03-31,混合式基金
628,001038,天弘增益宝,2015-03-06,货币基金
629,001039,嘉实制造,2015-04-24,股票基金
630,001040,新华策略,2015-03-31,股票基金
631,202305,南方理财60天债券,2012-10-19,货币基金
632,001042,华夏领先,2015-05-15,股票基金
633,001043,工银美丽城镇,2015-03-26,股票基金
634,001044,嘉实新消费,2015-03-23,股票基金
635,001045,华夏可转债增强债券,2016-09-27,债券基金
636,001047,光大国企改革,2015-03-25,股票基金
637,001048,富国新兴产业,2015-03-12,股票基金
638,001050,汇添富多因子,2015-02-16,股票基金
639,001051,华夏上证50ETF联接,2015-03-17,联接基金
640,001052,华夏中证500ETF联接,2015-05-05,联接基金
641,001053,南方创新经济,2015-03-24,混合式基金
642,001054,工银新金融,2015-03-19,股票基金
643,001055,博时产业债纯债债券,2015-03-30,债券基金
644,001056,北信健康,2015-03-27,混合式基金
645,001057,华夏理财30天债券,2012-10-24,货币基金
646,001059,中金绝对收益,2015-04-21,混合式基金
647,001060,前海高端装备,2015-03-27,混合式基金
648,001061,华夏收益债券（QDII）,2012-12-07,债券基金
649,001064,广发环保指数,2015-03-25,联接基金
650,001067,鹏华弘盛混合,2015-02-25,混合式基金
651,001068,华融新锐,2015-04-15,混合式基金
652,001069,华泰消费,2015-05-20,混合式基金
653,001070,建信信息,2015-03-24,股票基金
654,001071,华安媒体,2015-05-15,混合式基金
655,001072,华安装备,2015-04-24,股票基金
656,001073,华泰量化绝对,2015-06-29,混合式基金
657,001074,华泰柏瑞量化驱动混合,2015-03-24,混合式基金
658,001075,宝盈转型,2015-04-29,混合式基金
659,001076,易方达改革,2015-04-23,混合式基金
660,001077,华夏理财21天债券,2013-01-22,货币基金
661,001086,华富恒利债券,2015-08-31,债券基金
662,001088,华宝国策,2015-05-08,混合式基金
663,001092,广发生物科技指数（QDII）,2015-03-30,股票基金
664,001094,国投瑞银添利宝货币,2015-04-23,货币基金
665,001096,国寿聚宝盆,2015-03-02,货币基金
666,001097,华泰优选,2015-03-26,股票基金
667,001101,银华惠添益货币,2016-07-21,货币基金
668,001102,前海国优,2015-05-08,混合式基金
669,001103,前海工业革命,2015-03-27,混合式基金
670,001104,华安新丝路,2015-04-09,股票基金
671,001105,信达转型创新,2015-04-15,股票基金
672,001106,华商健康,2015-03-17,混合式基金
673,001110,中欧瑾泉灵活配置混合A,2015-03-16,混合式基金
674,001112,东方红优势,2015-04-07,混合式基金
675,001113,南方大数据100指数基金,2015-04-24,股票基金
676,001115,广发聚安混合,2015-03-25,混合式基金
677,001117,中欧精选定期开放混合,2015-03-18,混合式基金
678,001118,华宝事件驱动,2015-04-08,混合式基金
679,001119,国投新回报,2015-03-20,混合式基金
680,001120,东方睿鑫热点挖掘混合,2015-04-15,混合式基金
681,001122,鹏华弘利混合,2015-03-12,混合式基金
682,001125,博时互联网,2015-04-28,混合式基金
683,001126,上投卓越制造,2015-04-14,股票基金
684,001127,中银宏观策略,2015-04-10,混合式基金
685,001128,宝盈新兴,2015-04-13,混合式基金
686,001133,广发可选消费联接,2015-04-15,联接基金
687,001135,益民品质,2015-05-06,混合式基金
688,001136,易方达裕如,2015-03-24,混合式基金
689,001137,国投瑞银岁丰利一年债券,2015-07-21,债券基金
690,001139,华安新动力,2015-03-24,混合式基金
691,001140,工银总回报,2015-04-17,混合式基金
692,001141,泰达宏利创盈混合,2015-03-30,混合式基金
693,001143,华商量化,2015-04-09,混合式基金
694,001144,大成互联网,2015-04-21,混合式基金
695,001146,中欧瑾源灵活配置混合A,2015-03-31,混合式基金
696,001148,申万菱信多策略灵活配置混合,2015-03-31,混合式基金
697,540012,汇丰晋信恒生行业龙头指数,2012-08-01,股票基金
698,001150,融通互联网,2015-04-16,混合式基金
699,001152,融通新区域,2015-05-20,混合式基金
700,001154,北信平安,2015-05-05,混合式基金
701,001155,中海安鑫宝1,2015-04-03,混合式基金
702,001156,申万新能车,2015-05-07,混合式基金
703,001157,国联安睿祺,2015-04-08,混合式基金
704,001158,工银新材料,2015-04-28,股票基金
705,001159,大成景秀灵活配置混合,2015-03-27,混合式基金
706,001160,东方永润债券型,2015-05-04,债券基金
707,001162,前海开源优势蓝筹股票,2015-04-28,股票基金
708,001163,银华中国梦30,2015-04-29,股票基金
709,001164,中欧琪和灵活配置混合,2015-04-08,混合式基金
710,001166,建信环保,2015-04-22,股票基金
711,001167,金鹰科技,2015-04-30,股票基金
712,001168,国投优选,2015-04-16,混合式基金
713,001169,国投新价值,2015-04-22,混合式基金
714,001170,泰达复兴,2015-04-21,混合式基金
715,001171,工银养老,2015-04-28,股票基金
716,001172,鹏华弘泽混合,2015-04-14,混合式基金
717,001173,中欧瑾和灵活配置混合A,2015-04-13,混合式基金
718,001175,山西证券日日添利货币,2015-05-14,货币基金
719,001178,前海再融资,2015-05-18,股票基金
720,001179,德邦大健康,2015-04-29,混合式基金
721,001180,广发医药卫生联接,2015-05-06,联接基金
722,001181,南方改革机遇,2015-05-19,混合式基金
723,001182,易方达安心,2015-05-29,混合式基金
724,001183,南方利淘灵活配置混合,2015-04-17,混合式基金
725,001184,易方达新常态,2015-04-30,混合式基金
726,001185,安信动态策略混合,2015-04-15,混合式基金
727,001186,富国文体,2015-05-06,股票基金
728,001188,鹏华改革,2015-04-28,股票基金
729,001189,广发聚宝,2015-04-09,混合式基金
730,001190,鹏华弘润混合,2015-04-14,混合式基金
731,001192,上投整合,2015-04-23,混合式基金
732,001193,中金消费,2015-06-24,股票基金
733,001194,景顺长城稳健回报混合型,2015-04-10,混合式基金
734,001195,工银农业,2015-05-26,股票基金
735,001196,东方鼎新灵活配置混合,2015-04-20,混合式基金
736,001197,长盛转型,2015-04-21,混合式基金
737,001198,东方惠新灵活配置混合,2015-04-20,混合式基金
738,001199,创金合信聚利债券,2015-05-15,债券基金
739,001201,申万菱信安鑫回报灵活配置混合,2015-04-28,混合式基金
740,001202,东方红领先,2015-04-17,混合式基金
741,001203,东方红稳健精选混合A东方红稳健精选混合C,2015-04-17,混合式基金
742,001205,建信稳健回报,2015-04-17,混合式基金
743,001206,广发聚惠混合,2015-04-15,混合式基金
744,001208,诺安低碳,2015-05-12,股票基金
745,001209,前海开源一带一路混合,2015-04-29,混合式基金
746,001210,天弘互联网,2015-05-29,混合式基金
747,001211,中欧滚钱宝,2015-06-12,货币基金
748,001212,华润元大稳健债券,2015-10-16,债券基金
749,001214,华泰柏瑞中证500ETF联接,2015-05-13,联接基金
750,001215,博时沪港深优质企业基金,2015-05-14,混合式基金
751,001216,易方达新收益混和,2015-04-17,混合式基金
752,001218,国投精选,2015-05-19,混合式基金
753,001219,上投动态,2015-06-02,混合式基金
754,001220,民生研究,2015-05-27,混合式基金
755,001221,国联安鑫富混合,2015-05-13,混合式基金
756,001222,鹏华外延,2015-05-19,混合式基金
757,001223,鹏华文化传媒娱乐股票,2016-01-27,股票基金
758,001224,中邮新思路,2015-11-11,混合式基金
759,001225,中邮趋势,2015-05-27,混合式基金
760,001226,中邮稳健,2015-05-05,混合式基金
761,001227,中邮信息,2015-05-14,混合式基金
762,001228,国联安鑫享灵活配置混合,2015-04-28,混合式基金
763,001229,德邦福鑫灵活配置混合,2015-04-27,混合式基金
764,001230,鹏华医药,2015-06-02,股票基金
765,001231,银华泰利灵活配置混合,2015-04-23,混合式基金
766,001232,嘉合货币,2015-05-06,货币基金
767,001234,国金众赢货币,2015-06-25,货币基金
768,001235,中银国有企业债,2015-09-29,债券基金
769,001236,博时丝路主题股票基金,2015-05-22,股票基金
770,001237,博时上证50ETF联接,2015-05-27,联接基金
771,001238,博时招财一号,2015-04-29,混合式基金
772,001239,长盛国企,2015-06-04,混合式基金
773,690010,民生加银现金增利货币,2012-12-18,货币基金
774,001241,国寿中证500联接,2015-05-29,联接基金
775,001242,博时中证淘金大数据100,2015-05-04,股票基金
776,001244,华泰柏瑞量化智慧混合,2015-06-03,混合式基金
777,001245,工银生态,2015-06-02,股票基金
778,001246,兴银长乐定开债,2015-06-09,债券基金
779,001247,华泰柏瑞新利混合,2015-04-28,混合式基金
